Method,Dimension,Lambda,ARL,h,ARL_observed
ssDMEWMA,25,0.7,2000,54.856945225,2000.4746
ssDMEWMA,25,0.8,100,42.96825408,100.0171
ssDMEWMA,25,0.8,200,46.320261,199.901
ssDMEWMA,25,0.8,500,49.994143795,499.8441
ssDMEWMA,25,0.8,1000,52.51676615,999.7613
ssDMEWMA,25,0.8,2000,54.85521994,2001.0448
ssDMEWMA,25,0.9,100,43.03481978,99.985
ssDMEWMA,25,0.9,200,46.379797,199.8085
ssDMEWMA,25,0.9,500,50.013993195,500.105
ssDMEWMA,25,0.9,1000,52.52809782,999.3469
ssDMEWMA,25,0.9,2000,54.904851,1999.1432
ssDMEWMA,25,0.95,100,43.10716513,100.0931
ssDMEWMA,25,0.95,200,46.409565,199.9525
ssDMEWMA,25,0.95,500,50.0327069575,499.9131
ssDMEWMA,25,0.95,1000,52.533763655,999.0032
ssDMEWMA,25,0.95,2000,54.935525905,2000.5624
ssDMEWMA,50,0.05,100,41.209276,100.0057
ssDMEWMA,50,0.05,200,58.5457262,199.9414
ssDMEWMA,50,0.05,500,68.3124904,499.5063
ssDMEWMA,50,0.05,1000,73.31684535,1000.6099
ssDMEWMA,50,0.05,2000,77.6035298,1999.1189
ssDMEWMA,50,0.1,100,53.6369652,100.0101
ssDMEWMA,50,0.1,200,65.295574,200.0462
ssDMEWMA,50,0.1,500,73.151666025,500.239
ssDMEWMA,50,0.1,1000,77.5917115,1000.7041
ssDMEWMA,50,0.1,2000,81.41331895,2000.2698269827
ssDMEWMA,50,0.2,100,61.9514528,99.985
ssDMEWMA,50,0.2,200,70.70767305,200.1146
ssDMEWMA,50,0.2,500,77.4767399,499.6472
ssDMEWMA,50,0.2,1000,81.4663097,1000.2749
ssDMEWMA,50,0.2,2000,85.02151275,2002.8335833583
ssDMEWMA,50,0.3,100,65.91283427,99.9752
ssDMEWMA,50,0.3,200,73.54589712,199.8334
ssDMEWMA,50,0.3,500,79.78647832,500.3809
ssDMEWMA,50,0.3,1000,83.49226936,1000.4744
ssDMEWMA,50,0.3,2000,86.93535564,1999.083
ssDMEWMA,50,0.4,100,68.40073396,100.104
ssDMEWMA,50,0.4,200,75.43186804,200.1303
ssDMEWMA,50,0.4,500,81.27285109,500.0379
ssDMEWMA,50,0.4,1000,84.84386291,1000.6463
ssDMEWMA,50,0.4,2000,88.11606045,1999.4966
ssDMEWMA,50,0.5,100,70.10858009,99.869
ssDMEWMA,50,0.5,100,70.10858009,99.869
ssDMEWMA,50,0.5,200,76.57143274,199.6062
ssDMEWMA,50,0.5,500,82.12298998,499.5531
ssDMEWMA,50,0.5,1000,85.66274475,1001.0
ssDMEWMA,50,0.5,2000,88.83287845,2000.1306130613
ssDMEWMA,50,0.6,100,71.15592074,100.0813
ssDMEWMA,50,0.6,200,77.31435683,200.213
ssDMEWMA,50,0.6,500,82.703370685,499.4994
ssDMEWMA,50,0.6,1000,86.13569955,1000.7552
ssDMEWMA,50,0.6,2000,89.25085927,2000.5312
ssDMEWMA,50,0.7,100,71.78304848,99.914
ssDMEWMA,50,0.7,200,77.703397,200.3388
ssDMEWMA,50,0.7,500,83.01110134,500.2284
ssDMEWMA,50,0.7,1000,86.39655369,1000.44
ssDMEWMA,50,0.7,2000,89.40027786,2001.0175
ssDMEWMA,50,0.8,100,72.16017622,100.009
ssDMEWMA,50,0.8,200,77.99868717,199.777
ssDMEWMA,50,0.8,500,83.143050745,499.4003
ssDMEWMA,50,0.8,1000,86.46990783,1000.7906
ssDMEWMA,50,0.8,2000,89.461805825,1998.9686
ssDMEWMA,50,0.9,100,72.29701138,99.9976
ssDMEWMA,50,0.9,200,78.05960234,200.1994
ssDMEWMA,50,0.9,500,83.20172014,499.5168
ssDMEWMA,50,0.9,1000,86.46802934,998.3286
ssDMEWMA,50,0.9,2000,89.51649634,1999.8225
ssDMEWMA,50,0.95,100,72.34980396,99.9336
ssDMEWMA,50,0.95,200,78.0724818,200.1767
ssDMEWMA,50,0.95,500,83.2398439,500.4614
ssDMEWMA,50,0.95,1000,86.43779323,999.0631
ssDMEWMA,50,0.95,2000,89.55067754,2000.2265
ssDMEWMC,2,0.05,100,0.048392379400000005,100.0264
ssDMEWMC,2,0.05,200,0.0729562286,200.1741
ssDMEWMC,2,0.05,500,0.1050612481,499.77
ssDMEWMC,2,0.05,1000,0.12759347170000002,1000.4705
ssDMEWMC,2,0.05,2000,0.1499413291,2000.9041
ssDMEWMC,2,0.1,100,0.1500714566,100.0525
ssDMEWMC,2,0.1,200,0.2008163529,200.1588
ssDMEWMC,2,0.1,500,0.26404583530000003,499.8349
ssDMEWMC,2,0.1,1000,0.3090705116,999.2155
ssDMEWMC,2,0.1,2000,0.3521177095,2000.9294
ssDMEWMC,2,0.2,100,0.4299564428,100.0708
ssDMEWMC,2,0.2,200,0.5313886786,200.0048
ssDMEWMC,2,0.2,500,0.6562926356000001,500.4267
ssDMEWMC,2,0.2,1000,0.7470851846000001,1000.7123
ssDMEWMC,2,0.2,2000,0.8362097799,1999.614
ssDMEWMC,2,0.3,100,0.7906331940000001,99.9539
ssDMEWMC,2,0.3,200,0.9431747927,200.0571
ssDMEWMC,2,0.3,500,1.1365257683,500.4915
ssDMEWMC,2,0.3,1000,1.2790844246,999.6572
ssDMEWMC,2,0.3,2000,1.418655274,1999.321
ssDMEWMC,2,0.4,100,1.2372258251,100.0359
ssDMEWMC,2,0.4,200,1.4514040749000001,199.8971
ssDMEWMC,2,0.4,500,1.719443655,500.3645
ssDMEWMC,2,0.4,1000,1.9225069399999999,1000.2377
ssDMEWMC,2,0.4,2000,2.1253057435000002,1998.96
ssDMEWMC,2,0.5,100,1.795507035,100.0999
ssDMEWMC,2,0.5,200,2.0815345678,199.8434
ssDMEWMC,2,0.5,500,2.4387302403,500.4923
ssDMEWMC,2,0.5,1000,2.7233720354,999.8632
ssDMEWMC,2,0.5,2000,3.0109213255,2000.2946
ssDMEWMC,2,0.6,100,2.5322309688,99.9904
ssDMEWMC,2,0.6,200,2.9121055391,199.9467
ssDMEWMC,2,0.6,500,3.4142975531,499.9327
ssDMEWMC,2,0.6,1000,3.8209038386,999.0166
ssDMEWMC,2,0.6,2000,4.2344655486,2001.3154
ssDMEWMC,2,0.7,100,3.5125434266999997,99.9301
ssDMEWMC,2,0.7,200,4.0364927292,199.9858
ssDMEWMC,2,0.7,500,4.757023004,499.728
ssDMEWMC,2,0.7,1000,5.3331762565,999.6254
ssDMEWMC,2,0.7,2000,5.9124464739,2000.2358
ssDMEWMC,2,0.8,100,4.8394608168,99.936
ssDMEWMC,2,0.8,200,5.5616929438,199.9831
ssDMEWMC,2,0.8,500,6.5554354147,499.5747
ssDMEWMC,2,0.8,1000,7.3420732063,999.6337
ssDMEWMC,2,0.8,2000,8.1068785604,2000.586
ssDMEWMC,2,0.9,100,6.8160249539,99.9426
ssDMEWMC,2,0.9,200,7.7265819398,200.041
ssDMEWMC,2,0.9,500,9.0527078214,500.0644
ssDMEWMC,2,0.9,1000,10.0598716939,1000.5517
ssDMEWMC,2,0.9,2000,11.0644535986,1999.7758
ssDMEWMC,2,0.95,100,8.368693536,100.0524
ssDMEWMC,2,0.95,200,9.396347213,200.1061
ssDMEWMC,2,0.95,500,10.8855110508,499.5236
ssDMEWMC,2,0.95,1000,12.0031427588,1000.4558
ssDMEWMC,2,0.95,2000,13.1619927907,1998.2142
ssDMEWMC,3,0.05,100,0.0915828773,99.9682
ssDMEWMC,3,0.05,200,0.12665925050000001,199.8188
ssDMEWMC,3,0.05,500,0.1682159345,500.3911
ssDMEWMC,3,0.05,1000,0.1960038926,999.9182
ssDMEWMC,3,0.05,2000,0.2227663852,2001.8479
ssDMEWMC,3,0.1,100,0.2625979157,100.0529
ssDMEWMC,3,0.1,200,0.3271614895,200.0227
ssDMEWMC,3,0.1,500,0.40718236160000004,499.6542
ssDMEWMC,3,0.1,1000,0.46101581220000004,999.6321
ssDMEWMC,3,0.1,2000,0.5109622997000001,2000.131
ssDMEWMC,3,0.2,100,0.7051856366,100.0143
ssDMEWMC,3,0.2,200,0.8294031956,200.1257
ssDMEWMC,3,0.2,500,0.9841708094,499.8497
ssDMEWMC,3,0.2,1000,1.0908441159,1000.8177
ssDMEWMC,3,0.2,2000,1.1930624767,2000.5782
ssDMEWMC,3,0.3,100,1.267091578,100.0739
ssDMEWMC,3,0.3,200,1.4563071368,200.1533
ssDMEWMC,3,0.3,500,1.6876186106,500.0827
ssDMEWMC,3,0.3,1000,1.8565915448,1000.4382
ssDMEWMC,3,0.3,2000,2.0207676838,1999.7566
ssDMEWMC,3,0.4,100,1.9587533447,100.018
ssDMEWMC,3,0.4,200,2.2198734141,200.0494
ssDMEWMC,3,0.4,500,2.5496574037,500.2656
ssDMEWMC,3,0.4,1000,2.785165445,999.327
ssDMEWMC,3,0.4,2000,3.0216121749,2001.0482
ssDMEWMC,3,0.5,100,2.8309987762,99.9541
ssDMEWMC,3,0.5,200,3.1834697186,199.8744
ssDMEWMC,3,0.5,500,3.6311846438,500.4308
ssDMEWMC,3,0.5,1000,3.9528138336,1000.8388
ssDMEWMC,3,0.5,2000,4.282447293,2001.8726
ssDMEWMC,3,0.6,100,3.9917901636,100.0574
ssDMEWMC,3,0.6,200,4.4674465308,199.8491
ssDMEWMC,3,0.6,500,5.0725802063,500.0057
ssDMEWMC,3,0.6,1000,5.5377471882,999.2333
ssDMEWMC,3,0.6,2000,5.9826603105,1999.9651
ssDMEWMC,3,0.7,100,5.5856767842,100.0062
ssDMEWMC,3,0.7,200,6.2274901404,199.8563
ssDMEWMC,3,0.7,500,7.078285436,499.7841
ssDMEWMC,3,0.7,1000,7.7006918459,999.8805
ssDMEWMC,3,0.7,2000,8.3289464036,1999.1764
ssDMEWMC,3,0.8,100,7.8244387195,99.9749
ssDMEWMC,3,0.8,200,8.6780147886,200.0871
ssDMEWMC,3,0.8,500,9.8006674079,499.6023
ssDMEWMC,3,0.8,1000,10.6480747383,999.7413
ssDMEWMC,3,0.8,2000,11.4950023832,2000.3001
ssDMEWMC,3,0.9,100,11.28876307,100.0087
ssDMEWMC,3,0.9,200,12.4076801391,200.1194
ssDMEWMC,3,0.9,500,13.8409495876,500.2292
ssDMEWMC,3,0.9,1000,14.9504663249,999.1975
ssDMEWMC,3,0.9,2000,16.0306515432,1999.9088
ssDMEWMC,3,0.95,100,14.2713020693,100.0639
ssDMEWMC,3,0.95,200,15.5427042648,199.8063
ssDMEWMC,3,0.95,500,17.1521473419,500.0858
ssDMEWMC,3,0.95,1000,18.3946430809,1000.2301
ssDMEWMC,3,0.95,2000,19.6097512444,1999.533
ssDMEWMC,4,0.05,100,0.14733954400000002,99.9883
ssDMEWMC,4,0.05,200,0.1945007648,199.8839
ssDMEWMC,4,0.05,500,0.24510603190000002,499.9089
ssDMEWMC,4,0.05,1000,0.27744196250000003,999.9544
ssDMEWMC,4,0.05,2000,0.3071294267,1998.5708
ssDMEWMC,4,0.1,100,0.3999969558,99.9128
ssDMEWMC,4,0.1,200,0.4831305281,199.8889
ssDMEWMC,4,0.1,500,0.5762414243,500.1625
ssDMEWMC,4,0.1,1000,0.6373993241,999.7646
ssDMEWMC,4,0.1,2000,0.6942835424,1999.1413
ssDMEWMC,4,0.2,100,1.0418124911,100.0115
ssDMEWMC,4,0.2,200,1.1935428951,199.8311
ssDMEWMC,4,0.2,500,1.370637516,500.4569
ssDMEWMC,4,0.2,1000,1.4914651645,1000.8725
ssDMEWMC,4,0.2,2000,1.6085789555,2000.941
ssDMEWMC,4,0.3,100,1.853329325,99.9664
ssDMEWMC,4,0.3,200,2.0760232988,199.9979
ssDMEWMC,4,0.3,500,2.3468139726,499.9481
ssDMEWMC,4,0.3,1000,2.5347181148,1000.0601
ssDMEWMC,4,0.3,2000,2.7193212955,1999.1479
ssDMEWMC,4,0.4,100,2.8622280943,100.0302
ssDMEWMC,4,0.4,200,3.1744852748,200.0657
ssDMEWMC,4,0.4,500,3.5477586359,499.845
ssDMEWMC,4,0.4,1000,3.8110902823,1000.2909
ssDMEWMC,4,0.4,2000,4.0717583509,1999.3158
ssDMEWMC,4,0.5,100,4.1448955221,99.9905
ssDMEWMC,4,0.5,200,4.5615897207,199.8808
ssDMEWMC,4,0.5,500,5.0681922567,500.3084
ssDMEWMC,4,0.5,1000,5.4291010227,999.5771
ssDMEWMC,4,0.5,2000,5.785241161,1999.8644
ssDMEWMC,4,0.6,100,5.8616583118,99.9373
ssDMEWMC,4,0.6,200,6.4129181294,200.1734
ssDMEWMC,4,0.6,500,7.1061276842,499.9262
ssDMEWMC,4,0.6,1000,7.6016177267,999.9284
ssDMEWMC,4,0.6,2000,8.1078841911,2000.0063
ssDMEWMC,4,0.7,100,8.2193840515,99.9131
ssDMEWMC,4,0.7,200,8.9619463272,200.096
ssDMEWMC,4,0.7,500,9.8931202789,500.4638
ssDMEWMC,4,0.7,1000,10.58898956,1000.4333
ssDMEWMC,4,0.7,2000,11.2735907693,1999.6367
ssDMEWMC,4,0.8,100,11.5797750524,99.9788
ssDMEWMC,4,0.8,200,12.5715178638,199.8054
ssDMEWMC,4,0.8,500,13.7758614632,500.1494
ssDMEWMC,4,0.8,1000,14.7125648761,999.976
ssDMEWMC,4,0.8,2000,15.6353960128,2001.3881
ssDMEWMC,4,0.9,100,17.0303087072,99.9587
ssDMEWMC,4,0.9,200,18.2823619853,200.1777
ssDMEWMC,4,0.9,500,19.8426480571,500.3556
ssDMEWMC,4,0.9,1000,21.0404407603,1000.2994
ssDMEWMC,4,0.9,2000,22.2527446214,2000.7708
ssDMEWMC,4,0.95,100,22.0277396843,99.9789
ssDMEWMC,4,0.95,200,23.4457214586,199.8987
ssDMEWMC,4,0.95,500,25.1981312837,499.6744
ssDMEWMC,4,0.95,1000,26.5455711071,999.6233
ssDMEWMC,4,0.95,2000,27.897174623,1999.6083
ssDMEWMC,5,0.05,100,0.2159919267,99.917
ssDMEWMC,5,0.05,200,0.2741675275,200.0253
ssDMEWMC,5,0.05,500,0.334626064,499.8782
ssDMEWMC,5,0.05,1000,0.3729202166,1000.0083
ssDMEWMC,5,0.05,2000,0.4063717633,2001.1413
ssDMEWMC,5,0.1,100,0.5668221678,99.938
ssDMEWMC,5,0.1,200,0.6654602317,199.9807
ssDMEWMC,5,0.1,500,0.7736227022000001,500.3539
ssDMEWMC,5,0.1,1000,0.8433153747000001,1000.1653
ssDMEWMC,5,0.1,2000,0.9085583783000001,1998.8395
ssDMEWMC,5,0.2,100,1.4455001979,99.9521
ssDMEWMC,5,0.2,200,1.6211747581,199.842
ssDMEWMC,5,0.2,500,1.8236096867,499.7407
ssDMEWMC,5,0.2,1000,1.9612477997000002,1000.6334
ssDMEWMC,5,0.2,2000,2.0916987337,2001.6366
ssDMEWMC,5,0.3,100,2.5545378598,100.0822
ssDMEWMC,5,0.3,200,2.8182560783,199.8894
ssDMEWMC,5,0.3,500,3.1206488784,499.8371
ssDMEWMC,5,0.3,1000,3.3342336089,1000.6711
ssDMEWMC,5,0.3,2000,3.5367740779,2001.6096
ssDMEWMC,5,0.4,100,3.9429219866,100.0691
ssDMEWMC,5,0.4,200,4.3099704933,200.108
ssDMEWMC,5,0.4,500,4.7283222311,499.9009
ssDMEWMC,5,0.4,1000,5.0262123497,1000.3071
ssDMEWMC,5,0.4,2000,5.3203573018,1999.21
ssDMEWMC,5,0.5,100,5.7382925771,99.9558
ssDMEWMC,5,0.5,200,6.2093981702,200.1265
ssDMEWMC,5,0.5,500,6.7811633968,500.1489
ssDMEWMC,5,0.5,1000,7.1908181546,999.8933
ssDMEWMC,5,0.5,2000,7.5890143459,2001.134
ssDMEWMC,5,0.6,100,8.1459505601,99.969
ssDMEWMC,5,0.6,200,8.768114143,199.972
ssDMEWMC,5,0.6,500,9.5428179792,499.7457
ssDMEWMC,5,0.6,1000,10.0965176547,999.8135
ssDMEWMC,5,0.6,2000,10.6517242395,2001.6713
ssDMEWMC,5,0.7,100,11.4660475524,99.9167
ssDMEWMC,5,0.7,200,12.2933197546,200.141
ssDMEWMC,5,0.7,500,13.3388520206,500.3679
ssDMEWMC,5,0.7,1000,14.0781140794,999.6413
ssDMEWMC,5,0.7,2000,14.816343829200001,1999.9238
ssDMEWMC,5,0.8,100,16.2882848019,99.9288
ssDMEWMC,5,0.8,200,17.3601396446,200.004
ssDMEWMC,5,0.8,500,18.7088071222,499.6086
ssDMEWMC,5,0.8,1000,19.6849270821,1000.0661
ssDMEWMC,5,0.8,2000,20.6490430626,2000.665
ssDMEWMC,5,0.9,100,24.3496046315,99.9606
ssDMEWMC,5,0.9,200,25.6929257591,199.8002
ssDMEWMC,5,0.9,500,27.4086665219,500.2556
ssDMEWMC,5,0.9,1000,28.6407290356,999.334
ssDMEWMC,5,0.9,2000,29.8826771135,2001.904
ssDMEWMC,5,0.95,100,32.0538686767,99.9292
ssDMEWMC,5,0.95,200,33.5688262484,200.1703
ssDMEWMC,5,0.95,500,35.4706377966,500.2043
ssDMEWMC,5,0.95,1000,36.8597461195,1000.398
ssDMEWMC,5,0.95,2000,38.261396194,2001.8463
ssDMEWMC,6,0.05,100,0.2949022705,99.9802
ssDMEWMC,6,0.05,200,0.3654243347,200.0571
ssDMEWMC,6,0.05,500,0.4343703156,500.4173
ssDMEWMC,6,0.05,1000,0.47904111330000004,1000.1196
ssDMEWMC,6,0.05,2000,0.5168149841,1999.6744
ssDMEWMC,6,0.1,100,0.7590835205,100.0537
ssDMEWMC,6,0.1,200,0.8736927551,199.8976
ssDMEWMC,6,0.1,500,0.9965437073000001,499.7013
ssDMEWMC,6,0.1,1000,1.0764065063,1000.6264
ssDMEWMC,6,0.1,2000,1.1488265991,1999.6517
ssDMEWMC,6,0.2,100,1.9133987793,100.0885
ssDMEWMC,6,0.2,200,2.1149703094,200.0
ssDMEWMC,6,0.2,500,2.3418652574,499.9099
ssDMEWMC,6,0.2,1000,2.498966387,1000.031
ssDMEWMC,6,0.2,2000,2.6422702827,2000.6573
ssDMEWMC,6,0.3,100,3.3732563245,99.9322
ssDMEWMC,6,0.3,200,3.6724645446,199.8652
ssDMEWMC,6,0.3,500,4.0171220088,499.8364
ssDMEWMC,6,0.3,1000,4.2566259574,999.1061
ssDMEWMC,6,0.3,2000,4.4830315421,1998.6871
ssDMEWMC,6,0.4,100,5.2293242082,99.9742
ssDMEWMC,6,0.4,200,5.6407975371,200.0271
ssDMEWMC,6,0.4,500,6.1195006174,500.1121
ssDMEWMC,6,0.4,1000,6.4475858332,999.7801
ssDMEWMC,6,0.4,2000,6.7634959152,1999.7918
ssDMEWMC,6,0.5,100,7.6451792408,99.9161
ssDMEWMC,6,0.5,200,8.1835574589,200.1957
ssDMEWMC,6,0.5,500,8.8342786556,499.9706
ssDMEWMC,6,0.5,1000,9.276466494,999.653
ssDMEWMC,6,0.5,2000,9.7006665544,1998.9455
ssDMEWMC,6,0.6,100,10.9081901287,100.0871
ssDMEWMC,6,0.6,200,11.607788492000001,200.0045
ssDMEWMC,6,0.6,500,12.4584549863,499.8722
ssDMEWMC,6,0.6,1000,13.0590700551,1000.7869
ssDMEWMC,6,0.6,2000,13.6398137883,2001.015
ssDMEWMC,6,0.7,100,15.4311567183,99.9494
ssDMEWMC,6,0.7,200,16.336594169,200.0306
ssDMEWMC,6,0.7,500,17.4542773368,499.9085
ssDMEWMC,6,0.7,1000,18.2554731813,1000.5781
ssDMEWMC,6,0.7,2000,19.0330481569,2001.0929
ssDMEWMC,6,0.8,100,22.0630674964,100.0057
ssDMEWMC,6,0.8,200,23.1941925172,199.8769
ssDMEWMC,6,0.8,500,24.6493879451,500.1688
ssDMEWMC,6,0.8,1000,25.6923159094,999.2115
ssDMEWMC,6,0.8,2000,26.7153552424,2000.3404
ssDMEWMC,6,0.9,100,33.3752195904,100.0584
ssDMEWMC,6,0.9,200,34.8274102675,200.0658
ssDMEWMC,6,0.9,500,36.656636894,500.2043
ssDMEWMC,6,0.9,1000,37.9734140637,1000.7091
ssDMEWMC,6,0.9,2000,39.2976004102,1999.1394
ssDMEWMC,6,0.95,100,44.4520223676,99.9827
ssDMEWMC,6,0.95,200,46.072782056,200.1005
ssDMEWMC,6,0.95,500,48.1195467766,500.1626
ssDMEWMC,6,0.95,1000,49.6024595479,1000.4276
ssDMEWMC,6,0.95,2000,51.0649597315,2000.0516
ssDMEWMC,7,0.05,100,0.3878862717,100.0249
ssDMEWMC,7,0.05,200,0.47221385730000004,200.0765
ssDMEWMC,7,0.05,500,0.5514846388,500.2935
ssDMEWMC,7,0.05,1000,0.5993646124,1000.0066
ssDMEWMC,7,0.05,2000,0.6411217570000001,1998.0114
ssDMEWMC,7,0.1,100,0.9809356338,99.9953
ssDMEWMC,7,0.1,200,1.1143636644,199.9984
ssDMEWMC,7,0.1,500,1.25294363,500.1712
ssDMEWMC,7,0.1,1000,1.3403083607,999.8531
ssDMEWMC,7,0.1,2000,1.4200688065,1999.7009
ssDMEWMC,7,0.2,100,2.4461175644,100.0428
ssDMEWMC,7,0.2,200,2.6793900753,199.8787
ssDMEWMC,7,0.2,500,2.9343618142,500.0335
ssDMEWMC,7,0.2,1000,3.1072224312,1000.6056
ssDMEWMC,7,0.2,2000,3.265766579,2001.2344
ssDMEWMC,7,0.3,100,4.3199189378,99.9852
ssDMEWMC,7,0.3,200,4.657381171,199.8664
ssDMEWMC,7,0.3,500,5.0400958326,500.3984
ssDMEWMC,7,0.3,1000,5.3050114189,999.6542
ssDMEWMC,7,0.3,2000,5.5532459448000004,2001.0634
ssDMEWMC,7,0.4,100,6.7256401787,99.948
ssDMEWMC,7,0.4,200,7.1869996444,199.9194
ssDMEWMC,7,0.4,500,7.7136957002,499.9766
ssDMEWMC,7,0.4,1000,8.0847427468,999.4904
ssDMEWMC,7,0.4,2000,8.4332486968,1999.7279
ssDMEWMC,7,0.5,100,9.886299007,100.0155
ssDMEWMC,7,0.5,200,10.5048297562,199.9943
ssDMEWMC,7,0.5,500,11.2087063776,500.0407
ssDMEWMC,7,0.5,1000,11.6959381832,1000.7368
ssDMEWMC,7,0.5,2000,12.1604399507,2001.1482
ssDMEWMC,7,0.6,100,14.1877114375,99.9544
ssDMEWMC,7,0.6,200,14.981229109000001,199.8549
ssDMEWMC,7,0.6,500,15.8840933443,500.4755
ssDMEWMC,7,0.6,1000,16.5513041923,1000.0422
ssDMEWMC,7,0.6,2000,17.1746990273,2000.8806
ssDMEWMC,7,0.7,100,20.1753701635,99.9887
ssDMEWMC,7,0.7,200,21.1754160573,199.9763
ssDMEWMC,7,0.7,500,22.3530626602,500.3594
ssDMEWMC,7,0.7,1000,23.2201210373,1000.4535
ssDMEWMC,7,0.7,2000,24.0390838061,1998.4847
ssDMEWMC,7,0.8,100,28.9983266643,99.9088
ssDMEWMC,7,0.8,200,30.2366083665,200.1439
ssDMEWMC,7,0.8,500,31.7644487105,500.4619
ssDMEWMC,7,0.8,1000,32.8544692486,999.7167
ssDMEWMC,7,0.8,2000,33.927848945,1998.8953
ssDMEWMC,7,0.9,100,44.2967100666,99.9224
ssDMEWMC,7,0.9,200,45.8619864176,199.9629
ssDMEWMC,7,0.9,500,47.75646666,499.6711
ssDMEWMC,7,0.9,1000,49.1107909927,999.3842
ssDMEWMC,7,0.9,2000,50.4819848042,1999.9822
ssDMEWMC,7,0.95,100,59.425745463,99.9905
ssDMEWMC,7,0.95,200,61.2004556578,199.8327
ssDMEWMC,7,0.95,500,63.3126530525,500.0377
ssDMEWMC,7,0.95,1000,64.8200032839,1000.892
ssDMEWMC,7,0.95,2000,66.3573588033,1998.644
ssDMEWMC,8,0.05,100,0.4936701191,99.9492
ssDMEWMC,8,0.05,200,0.5929062628,199.9845
ssDMEWMC,8,0.05,500,0.6800093393000001,500.2282
ssDMEWMC,8,0.05,1000,0.734260307,1000.4192
ssDMEWMC,8,0.05,2000,0.77951646,2000.358
ssDMEWMC,8,0.1,100,1.2294337006,100.0061
ssDMEWMC,8,0.1,200,1.3828059576,200.1979
ssDMEWMC,8,0.1,500,1.5369416811,499.5654
ssDMEWMC,8,0.1,1000,1.6323086078,1000.4083
ssDMEWMC,8,0.1,2000,1.7212817887,2000.6638
ssDMEWMC,8,0.2,100,3.0478776255,99.9176
ssDMEWMC,8,0.2,200,3.3174238668,200.109
ssDMEWMC,8,0.2,500,3.6036346971,500.2487
ssDMEWMC,8,0.2,1000,3.7888350154,999.0504
ssDMEWMC,8,0.2,2000,3.9585479739,1998.0652
ssDMEWMC,8,0.3,100,5.4019688022,100.0629
ssDMEWMC,8,0.3,200,5.7866850009,199.98930000000001
ssDMEWMC,8,0.3,500,6.2184966596,499.9369
ssDMEWMC,8,0.3,1000,6.5048361084,1000.1393
ssDMEWMC,8,0.3,2000,6.7669100115,2001.9642
ssDMEWMC,8,0.4,100,8.4558687168,99.9426
ssDMEWMC,8,0.4,200,8.9762035786,199.9982
ssDMEWMC,8,0.4,500,9.5643646425,499.968
ssDMEWMC,8,0.4,1000,9.9612011905,1000.2942
ssDMEWMC,8,0.4,2000,10.3303390316,1999.5612
ssDMEWMC,8,0.5,100,12.5128917395,99.9907
ssDMEWMC,8,0.5,200,13.2016925219,200.1229
ssDMEWMC,8,0.5,500,13.9562859836,499.7786
ssDMEWMC,8,0.5,1000,14.4958177961,1000.8643
ssDMEWMC,8,0.5,2000,14.9962966308,2000.442
ssDMEWMC,8,0.6,100,18.0369933157,100.0294
ssDMEWMC,8,0.6,200,18.9094733787,199.9668
ssDMEWMC,8,0.6,500,19.9031600853,499.5681
ssDMEWMC,8,0.6,1000,20.5957242952,1000.9462
ssDMEWMC,8,0.6,2000,21.2503416394,1999.534
ssDMEWMC,8,0.7,100,25.7445049779,99.905
ssDMEWMC,8,0.7,200,26.8216713331,200.0345
ssDMEWMC,8,0.7,500,28.112708745,500.0447
ssDMEWMC,8,0.7,1000,29.0087345154,1000.9569
ssDMEWMC,8,0.7,2000,29.8582878219,1998.8062
ssDMEWMC,8,0.8,100,37.1526613222,100.0087
ssDMEWMC,8,0.8,200,38.5045751403,200.0608
ssDMEWMC,8,0.8,500,40.136195626,500.4625
ssDMEWMC,8,0.8,1000,41.2646074083,1000.302
ssDMEWMC,8,0.8,2000,42.3628712725,2001.2488
ssDMEWMC,8,0.9,100,57.0930858821,100.0201
ssDMEWMC,8,0.9,200,58.7596832153,200.0465
ssDMEWMC,8,0.9,500,60.7941236408,499.8402
ssDMEWMC,8,0.9,1000,62.2229684626,999.5189
ssDMEWMC,8,0.9,2000,63.6003912648,2000.4884
ssDMEWMC,8,0.95,100,77.0128501131,99.9104
ssDMEWMC,8,0.95,200,78.8755001182,200.0083
ssDMEWMC,8,0.95,500,81.1318822488,499.7188
ssDMEWMC,8,0.95,1000,82.7349104209,1000.6177
ssDMEWMC,8,0.95,2000,84.275268354,2001.967
ssDMEWMC,9,0.05,100,0.6107164458000001,99.9462
ssDMEWMC,9,0.05,200,0.7234365864000001,200.1339
ssDMEWMC,9,0.05,500,0.8226413618,500.4637
ssDMEWMC,9,0.05,1000,0.8806216319,999.3001
ssDMEWMC,9,0.05,2000,0.9318692026000001,2001.4076
ssDMEWMC,9,0.1,100,1.5120367853999999,100.0485
ssDMEWMC,9,0.1,200,1.6844668646,199.9551
ssDMEWMC,9,0.1,500,1.8496812139,500.1891
ssDMEWMC,9,0.1,1000,1.9577670708000001,1000.6663
ssDMEWMC,9,0.1,2000,2.049866271,2001.8482
ssDMEWMC,9,0.2,100,3.7347696942,99.9883
ssDMEWMC,9,0.2,200,4.0341287795,200.1944
ssDMEWMC,9,0.2,500,4.3460617726,500.3347
ssDMEWMC,9,0.2,1000,4.5482230501,1000.2661
ssDMEWMC,9,0.2,2000,4.7337120585,1999.0337
ssDMEWMC,9,0.3,100,6.634516388,99.9704
