Method,Dimension,Lambda,ARL,h,ARL_observed
DMEWMA,15,0.4,1000,36.46772916,999.6005
DMEWMA,15,0.4,2000,38.691514335,2001.2975
DMEWMA,15,0.5,100,28.73377268,99.9063
DMEWMA,15,0.5,200,31.4971875,199.9243
DMEWMA,15,0.5,500,34.8034264,500.4483
DMEWMA,15,0.5,1000,37.03792606,1000.7725
DMEWMA,15,0.5,2000,39.23547792,2001.2931
DMEWMA,15,0.6,100,29.30524436,100.0845
DMEWMA,15,0.6,200,31.9990625,200.0293
DMEWMA,15,0.6,500,35.113117145,499.8264
DMEWMA,15,0.6,1000,37.3737975,999.843
DMEWMA,15,0.6,2000,39.480187015,1999.8447844784
DMEWMA,15,0.7,100,29.6533353,99.9632
DMEWMA,15,0.7,200,32.2890625,200.0831
DMEWMA,15,0.7,500,35.32275703,499.5666
DMEWMA,15,0.7,1000,37.567132105,1000.0814
DMEWMA,15,0.7,2000,39.659111125,2001.901290129
DMEWMA,15,0.8,100,29.88080125,99.9867
DMEWMA,15,0.8,200,32.430625,199.8072
DMEWMA,15,0.8,500,35.43669379,499.7998
DMEWMA,15,0.8,1000,37.60812296,999.6339
DMEWMA,15,0.8,2000,39.69155087,1998.8280656131
DMEWMA,15,0.9,100,29.97827854,100.0221
DMEWMA,15,0.9,200,32.5253125,200.0481
DMEWMA,15,0.9,500,35.50874539,500.2396
DMEWMA,15,0.9,1000,37.633497075,1000.6958
DMEWMA,15,0.9,2000,39.672161735,2000.698069807
DMEWMA,15,0.95,100,29.96670469,99.9876
DMEWMA,15,0.95,200,32.5296875,199.9566
DMEWMA,15,0.95,500,35.49984931,500.2621
DMEWMA,15,0.95,1000,37.63153569,999.3311
DMEWMA,15,0.95,2000,39.67125623,1999.2755
DMEWMA,20,0.05,100,24.7259375,100.0855
DMEWMA,20,0.05,200,28.44925,199.9909
DMEWMA,20,0.05,500,32.8200625,500.2089
DMEWMA,20,0.05,1000,35.87634375,1000.4767
DMEWMA,20,0.05,2000,38.718875,1998.1939
DMEWMA,20,0.1,100,27.87409375,99.9503
DMEWMA,20,0.1,200,31.5865625,200.1337
DMEWMA,20,0.1,500,35.84896875,499.9442
DMEWMA,20,0.1,1000,38.73109375,999.2856
DMEWMA,20,0.1,2000,41.40690625,2001.3813
DMEWMA,20,0.2,100,31.188875,99.9096
DMEWMA,20,0.2,200,34.73090625,199.9876
DMEWMA,20,0.2,500,38.787171875,499.9527
DMEWMA,20,0.2,1000,41.49471875,1000.2127
DMEWMA,20,0.2,2000,43.9959375,1999.063
DMEWMA,20,0.3,100,33.12631426,100.0783
DMEWMA,20,0.3,200,36.56476875,199.8538
DMEWMA,20,0.3,500,40.378365215,500.3086
DMEWMA,20,0.3,1000,43.02816719,999.5584
DMEWMA,20,0.3,2000,45.443787275,2001.3619
DMEWMA,20,0.4,100,34.44679032,99.9049
DMEWMA,20,0.4,200,37.779896875,199.9559
DMEWMA,20,0.4,500,41.419859615,500.1222
DMEWMA,20,0.4,1000,43.9878952,999.8036
DMEWMA,20,0.4,2000,46.39728031,1999.2597519504
DMEWMA,20,0.5,100,35.36035892,99.972
DMEWMA,20,0.5,200,38.5664125,199.8997
DMEWMA,20,0.5,500,42.101820835,499.6459
DMEWMA,20,0.5,1000,44.61791042,1000.5518
DMEWMA,20,0.5,2000,46.96329868,1998.8575857586
DMEWMA,20,0.6,100,35.92146062,99.9134
DMEWMA,20,0.6,200,38.99604375,199.8685
DMEWMA,20,0.6,500,42.536713855,499.898
DMEWMA,20,0.6,1000,44.99298608,999.1442
DMEWMA,20,0.6,2000,47.26664847,2001.4968
DMEWMA,20,0.7,100,36.31644407,100.0991
DMEWMA,20,0.7,200,39.33,199.9386
DMEWMA,20,0.7,500,42.765716705,500.2965
DMEWMA,20,0.7,1000,45.161471485,1000.2591
DMEWMA,20,0.7,2000,47.43313901,1998.7956
DMEWMA,20,0.8,100,36.58642752,100.0752
DMEWMA,20,0.8,200,39.48426875,200.0404
DMEWMA,20,0.8,500,42.90682893,499.7416
DMEWMA,20,0.8,1000,45.25964439,999.4507
DMEWMA,20,0.8,2000,47.50587956,1998.0586
DMEWMA,20,0.9,100,36.61537482,100.0559
DMEWMA,20,0.9,200,39.536975,199.867
DMEWMA,20,0.9,500,42.93059125,500.2171
DMEWMA,20,0.9,1000,45.25087424,1000.8857
DMEWMA,20,0.9,2000,47.487967,1999.1541
DMEWMA,20,0.95,100,36.62594222,99.9975
DMEWMA,20,0.95,200,39.54575,199.8997
DMEWMA,20,0.95,500,42.92489428,500.2985
DMEWMA,20,0.95,1000,45.240629795,1000.3386
DMEWMA,20,0.95,2000,47.4614326,2001.4435
DMEWMA,25,0.05,100,30.05876875,99.9871
DMEWMA,25,0.05,200,34.28011625,200.0285
DMEWMA,25,0.05,500,39.174460625,500.271
DMEWMA,25,0.05,1000,42.43062375,999.8079
DMEWMA,25,0.05,2000,45.54624625,2000.4334433443
DMEWMA,25,0.1,100,33.480222499999996,100.0644
DMEWMA,25,0.1,200,37.77435625,199.9301
DMEWMA,25,0.1,500,42.45910125,500.0967
DMEWMA,25,0.1,1000,45.57498125,1000.5743
DMEWMA,25,0.1,2000,48.495644375,1999.9319
DMEWMA,25,0.2,100,37.09699,99.9262
DMEWMA,25,0.2,200,41.18834625,199.9589
DMEWMA,25,0.2,500,45.6027325,500.0286
DMEWMA,25,0.2,1000,48.503635,999.1983
DMEWMA,25,0.2,2000,51.2886375,1999.8925892589
DMEWMA,25,0.3,100,39.2666034,99.9508
DMEWMA,25,0.3,200,43.130346,200.0457
DMEWMA,25,0.3,500,47.40336337,499.533
DMEWMA,25,0.3,1000,50.30084835,999.4103
DMEWMA,25,0.3,2000,52.78724079,1998.5597
DMEWMA,25,0.4,100,40.68086543,99.9315
DMEWMA,25,0.4,200,44.4291695,200.1992
DMEWMA,25,0.4,500,48.556095925,500.0822
DMEWMA,25,0.4,1000,51.27999777,999.5815
DMEWMA,25,0.4,2000,53.802963225,2000.7319
DMEWMA,25,0.5,100,41.660497255,99.9762
DMEWMA,25,0.5,200,45.3086795,200.1132
DMEWMA,25,0.5,500,49.21652611,499.5406
DMEWMA,25,0.5,1000,51.93353821,1000.4506
DMEWMA,25,0.5,2000,54.4052634575,1999.8804
DMEWMA,25,0.6,100,42.33886946,100.0912
DMEWMA,25,0.6,200,45.8496265,199.8402
DMEWMA,25,0.6,500,49.688501835,499.9434
DMEWMA,25,0.6,1000,52.27183364,1000.1483
DMEWMA,25,0.6,2000,54.735623635,2000.7604760476
DMEWMA,25,0.7,100,42.75121802,99.9708
DMEWMA,25,0.7,200,46.1435375,200.0002
DMEWMA,25,0.7,500,49.94679157,499.8206
DMEWMA,25,0.7,1000,52.44703427,999.0447
DMEWMA,25,0.7,2000,54.856945225,1998.8824882488
DMEWMA,25,0.8,100,42.96434783,99.9791
DMEWMA,25,0.8,200,46.2968235,199.9414
DMEWMA,25,0.8,500,50.029300045,499.6916
DMEWMA,25,0.8,1000,52.49332865,999.8345
DMEWMA,25,0.8,2000,54.90209494,1998.207
DMEWMA,25,0.9,100,43.01919478,99.9421
DMEWMA,25,0.9,200,46.350500125,200.1365
DMEWMA,25,0.9,500,50.04329007,500.1357
DMEWMA,25,0.9,1000,52.53981657,1000.0838
DMEWMA,25,0.9,2000,54.94000725,2001.5623
DMEWMA,25,0.95,100,43.00560263,99.9763
DMEWMA,25,0.95,200,46.333393125,199.9497
DMEWMA,25,0.95,500,50.000480395,499.7109
DMEWMA,25,0.95,1000,52.5366933425,999.8685
DMEWMA,25,0.95,2000,54.94138528,2000.6061
DMEWMA,50,0.05,100,54.521776,99.9526
DMEWMA,50,0.05,200,62.0926012,200.187
DMEWMA,50,0.05,500,69.3671779,499.8722
DMEWMA,50,0.05,1000,73.8441891,999.6387
DMEWMA,50,0.05,2000,77.808607925,2000.162
DMEWMA,50,0.1,100,59.1525902,100.0645
DMEWMA,50,0.1,200,66.858074,200.109
DMEWMA,50,0.1,500,73.6497129,500.3763
DMEWMA,50,0.1,1000,77.83780525,1000.3251
DMEWMA,50,0.1,2000,81.57738145,1998.4269
DMEWMA,50,0.2,100,64.2327028,99.9622
DMEWMA,50,0.2,200,71.4693918,199.8793
DMEWMA,50,0.2,500,77.7579899,499.9571
DMEWMA,50,0.2,1000,81.5834972,1000.7329
DMEWMA,50,0.2,2000,85.0801065,2001.5329532953
DMEWMA,50,0.3,100,67.10033427,99.9076
DMEWMA,50,0.3,200,73.97949087,200.205
DMEWMA,50,0.3,500,80.003275195,499.1021
DMEWMA,50,0.3,1000,83.69148811,999.9087
DMEWMA,50,0.3,2000,87.05254314,1998.099
DMEWMA,50,0.4,100,68.86948396,100.1673
DMEWMA,50,0.4,200,75.71311804,200.1968
DMEWMA,50,0.4,500,81.41347609,499.1043
DMEWMA,50,0.4,1000,84.94933166,999.6034
DMEWMA,50,0.4,2000,88.250826075,1999.7584
DMEWMA,50,0.5,100,70.51483009,99.9617
DMEWMA,50,0.5,200,76.85268274,199.7956
DMEWMA,50,0.5,500,82.28705248,500.3949
DMEWMA,50,0.5,1000,85.8150885,999.547
DMEWMA,50,0.5,2000,89.04381595,1999.7232
DMEWMA,50,0.6,100,71.46842074,100.0954
DMEWMA,50,0.6,200,77.46670058,200.1238
DMEWMA,50,0.6,500,82.867433185,499.3789
DMEWMA,50,0.6,1000,86.2177308,1001.7748
DMEWMA,50,0.6,2000,89.327031145,1999.4735947189
DMEWMA,50,0.7,100,72.00179848,100.0232
DMEWMA,50,0.7,200,77.8674595,200.0243
DMEWMA,50,0.7,500,83.11657009,499.6965
DMEWMA,50,0.7,1000,86.44342869,1000.7896
DMEWMA,50,0.7,2000,89.49402786,1998.8248
DMEWMA,50,0.8,100,72.28517622,100.0872
DMEWMA,50,0.8,200,78.01040592,200.1355
DMEWMA,50,0.8,500,83.21922262,499.1576
DMEWMA,50,0.8,1000,86.50506408,998.3321
DMEWMA,50,0.8,2000,89.47938395,2000.1536
DMEWMA,50,0.9,100,72.35951138,99.9879
DMEWMA,50,0.9,200,78.03616484,199.8848
DMEWMA,50,0.9,500,83.24859514,500.2904
DMEWMA,50,0.9,1000,86.51490434,998.4473
DMEWMA,50,0.9,2000,89.50477759,2000.1268
DMEWMA,50,0.95,100,72.41230396,99.9723
DMEWMA,50,0.95,200,78.0959193,199.6365
DMEWMA,50,0.95,500,83.2164064,499.906
DMEWMA,50,0.95,1000,86.48466823,1000.8902
DMEWMA,50,0.95,2000,89.53505254,2001.6595
MEWMA,2,0.05,100,6.061,100.0611
MEWMA,2,0.05,200,7.6045,199.9597
MEWMA,2,0.05,500,9.7054375,499.9562
MEWMA,2,0.05,1000,11.269,999.7881
MEWMA,2,0.05,2000,12.8545625,2001.8664
MEWMA,2,0.1,100,7.1487187500000005,99.9308
MEWMA,2,0.1,200,8.7571875,200.0867
MEWMA,2,0.1,500,10.7879375,500.1533
MEWMA,2,0.1,1000,12.32803125,1000.5772
MEWMA,2,0.1,2000,13.892,1998.3218
MEWMA,2,0.2,100,8.10553125,99.9612
MEWMA,2,0.2,200,9.6890625,199.9675
MEWMA,2,0.2,500,11.6805,499.9218
MEWMA,2,0.2,1000,13.179,999.6835
MEWMA,2,0.2,2000,14.639,1998.0308
MEWMA,2,0.3,100,8.556878756,99.9899
MEWMA,2,0.3,200,10.085,200.0844
MEWMA,2,0.3,500,12.04279682,499.8952
MEWMA,2,0.3,1000,13.51493423,1000.1558
MEWMA,2,0.3,2000,14.93324932,2000.3606
MEWMA,2,0.4,100,8.799925097,100.0567
MEWMA,2,0.4,200,10.2865625,200.0428
MEWMA,2,0.4,500,12.24129278,499.5779
MEWMA,2,0.4,1000,13.67658219,999.0433
MEWMA,2,0.4,2000,15.07524605,1999.2576
MEWMA,2,0.5,100,8.941789605,99.9297
MEWMA,2,0.5,200,10.40484375,199.9349
MEWMA,2,0.5,500,12.34015395,499.7028
MEWMA,2,0.5,1000,13.74468076,999.4008
MEWMA,2,0.5,2000,15.13189773,1998.9264
MEWMA,2,0.6,100,9.033297571,99.9915
MEWMA,2,0.6,200,10.49265625,199.875
MEWMA,2,0.6,500,12.38040867,499.7987
MEWMA,2,0.6,1000,13.79139527,999.0999
MEWMA,2,0.6,2000,15.19079877,2000.9677
MEWMA,2,0.7,100,9.090073996,100.0253
MEWMA,2,0.7,200,10.5109375,200.115
MEWMA,2,0.7,500,12.40697879,500.1908
MEWMA,2,0.7,1000,13.79328821,1000.8701
MEWMA,2,0.7,2000,15.21288666,1999.9762
MEWMA,2,0.8,100,9.103881671,100.0202
MEWMA,2,0.8,200,10.54484375,200.0616
MEWMA,2,0.8,500,12.40815829,499.8522
MEWMA,2,0.8,1000,13.8068999,999.7388
MEWMA,2,0.8,2000,15.20372455,1998.1337
MEWMA,2,0.9,100,9.113086788,99.912
MEWMA,2,0.9,200,10.57265625,199.9599
MEWMA,2,0.9,500,12.40113212,499.7663
MEWMA,2,0.9,1000,13.82248478,999.3361
MEWMA,2,0.9,2000,15.20966075,2000.4507
MEWMA,2,0.95,100,9.125501846,100.0449
MEWMA,2,0.95,200,10.55921875,199.9713
MEWMA,2,0.95,500,12.40543154,499.5572
MEWMA,2,0.95,1000,13.83613659,999.6326
MEWMA,2,0.95,2000,15.19260932,1998.6385
MEWMA,3,0.05,100,7.886375,100.0035
MEWMA,3,0.05,200,9.601125,199.8989
MEWMA,3,0.05,500,11.94621875,500.0574
MEWMA,3,0.05,1000,13.67,1000.1006
MEWMA,3,0.05,2000,15.343,1999.7847
MEWMA,3,0.1,100,9.103125,99.9776
MEWMA,3,0.1,200,10.846625,200.1833
MEWMA,3,0.1,500,13.1025,499.7728
MEWMA,3,0.1,1000,14.815,999.4402
MEWMA,3,0.1,2000,16.462734375,2001.4531
MEWMA,3,0.2,100,10.13884375,99.9365
MEWMA,3,0.2,200,11.84015625,200.0635
MEWMA,3,0.2,500,14.02375,500.1141
MEWMA,3,0.2,1000,15.647,999.7284
MEWMA,3,0.2,2000,17.2230625,2000.9211
MEWMA,3,0.3,100,10.63320783,100.0565
MEWMA,3,0.3,200,12.27578125,200.0189
MEWMA,3,0.3,500,14.39578117,500.3629
MEWMA,3,0.3,1000,15.97374591,999.3552
MEWMA,3,0.3,2000,17.50933509,2001.3594
MEWMA,3,0.4,100,10.90322668,99.922
MEWMA,3,0.4,200,12.4890625,200.0859
MEWMA,3,0.4,500,14.59556129,499.6099
MEWMA,3,0.4,1000,16.1201418,999.9802
MEWMA,3,0.4,2000,17.64093257,2000.8187
MEWMA,3,0.5,100,11.04149482,99.9313
MEWMA,3,0.5,200,12.64765625,200.1149
MEWMA,3,0.5,500,14.68105181,500.3734
MEWMA,3,0.5,1000,16.19256971,999.0608
MEWMA,3,0.5,2000,17.69416904,1998.6747
MEWMA,3,0.6,100,11.1187704,99.9149
MEWMA,3,0.6,200,12.728125,200.1986
MEWMA,3,0.6,500,14.74357723,499.7152
MEWMA,3,0.6,1000,16.24119722,1000.2455
MEWMA,3,0.6,2000,17.73459222,2001.2915
MEWMA,3,0.7,100,11.18192843,99.9424
MEWMA,3,0.7,200,12.78125,199.8901
MEWMA,3,0.7,500,14.78313755,500.2426
MEWMA,3,0.7,1000,16.27774308,999.5442
MEWMA,3,0.7,2000,17.71532707,1998.2643
MEWMA,3,0.8,100,11.23289896,100.0566
MEWMA,3,0.8,200,12.80703125,199.9139
MEWMA,3,0.8,500,14.78461192,499.7168
MEWMA,3,0.8,1000,16.24983582,999.1105
MEWMA,3,0.8,2000,17.70192131,1999.8244
MEWMA,3,0.9,100,11.24292098,99.9643
MEWMA,3,0.9,200,12.81054688,200.0608
MEWMA,3,0.9,500,14.82661047,499.5881
MEWMA,3,0.9,1000,16.25466848,999.6947
MEWMA,3,0.9,2000,17.70763257,1999.1624
MEWMA,3,0.95,100,11.25355699,100.0164
MEWMA,3,0.95,200,12.809375,199.8837
MEWMA,3,0.95,500,14.797805050000001,500.2001
MEWMA,3,0.95,1000,16.24243637,999.0902
MEWMA,3,0.95,2000,17.7207421,2001.1083
MEWMA,4,0.05,100,9.5278125,100.0577
MEWMA,4,0.05,200,11.4778125,199.9398
MEWMA,4,0.05,500,13.941968750000001,500.0908
MEWMA,4,0.05,1000,15.7396875,999.8594
MEWMA,4,0.05,2000,17.583,2000.8378
MEWMA,4,0.1,100,10.853375,100.0296
MEWMA,4,0.1,200,12.745,200.0942
MEWMA,4,0.1,500,15.199125,499.848
MEWMA,4,0.1,1000,16.928125,999.2487
MEWMA,4,0.1,2000,18.69025,2001.6769
MEWMA,4,0.2,100,11.998687499999999,100.0242
MEWMA,4,0.2,200,13.80359375,199.9495
MEWMA,4,0.2,500,16.152,500.1335
MEWMA,4,0.2,1000,17.839,999.9193
MEWMA,4,0.2,2000,19.457,1998.498
MEWMA,4,0.3,100,12.53689442,100.0874
MEWMA,4,0.3,200,14.261875,200.0325
MEWMA,4,0.3,500,16.5298627,499.5352
MEWMA,4,0.3,1000,18.16362376,1000.8491
MEWMA,4,0.3,2000,19.73224588,2000.6029
MEWMA,4,0.4,100,12.7882062,99.9474
MEWMA,4,0.4,200,14.5175,200.1618
MEWMA,4,0.4,500,16.7121257,499.8676
MEWMA,4,0.4,1000,18.29439408,999.6696
MEWMA,4,0.4,2000,19.88524045,2000.6548
MEWMA,4,0.5,100,12.96765373,99.9355
MEWMA,4,0.5,200,14.663125,199.963
MEWMA,4,0.5,500,16.82077988,499.8782
MEWMA,4,0.5,1000,18.3853289,999.7157
MEWMA,4,0.5,2000,19.92302787,2000.444
MEWMA,4,0.6,100,13.04677331,99.9728
MEWMA,4,0.6,200,14.73703125,200.083
MEWMA,4,0.6,500,16.86140737,499.8962
MEWMA,4,0.6,1000,18.43820007,1000.3756
MEWMA,4,0.6,2000,19.97627759,1998.3852
MEWMA,4,0.7,100,13.09170548,99.9505
MEWMA,4,0.7,200,14.79265625,200.1099
MEWMA,4,0.7,500,16.9022012,500.1838
MEWMA,4,0.7,1000,18.46813313,999.7591
MEWMA,4,0.7,2000,19.97964127,1999.308
MEWMA,4,0.8,100,13.11026789,99.9621
MEWMA,4,0.8,200,14.8109375,199.9517
MEWMA,4,0.8,500,16.9215661,499.8972
MEWMA,4,0.8,1000,18.47544622,999.5904
MEWMA,4,0.8,2000,19.98655856,2000.6164
MEWMA,4,0.9,100,13.13956991,100.006
MEWMA,4,0.9,200,14.81140625,200.1341
MEWMA,4,0.9,500,16.93317396,500.1233
MEWMA,4,0.9,1000,18.47771744,999.4957
MEWMA,4,0.9,2000,19.99507633,1998.1961
MEWMA,4,0.95,100,13.1366428,100.0817
MEWMA,4,0.95,200,14.80240625,200.1009
MEWMA,4,0.95,500,16.90968101,500.3989
MEWMA,4,0.95,1000,18.47494681,999.332
MEWMA,4,0.95,2000,20.0130071,2001.2389
MEWMA,5,0.05,100,11.175,99.9974
MEWMA,5,0.05,200,13.1854375,199.8604
MEWMA,5,0.05,500,15.8340625,500.4323
MEWMA,5,0.05,1000,17.7216875,1000.9498
MEWMA,5,0.05,2000,19.623,1999.8776
MEWMA,5,0.1,100,12.55875,100.0045
MEWMA,5,0.1,200,14.5719375,199.8694
MEWMA,5,0.1,500,17.15475,499.8648
MEWMA,5,0.1,1000,18.9835,999.9838
MEWMA,5,0.1,2000,20.78,2000.5598
MEWMA,5,0.2,100,13.7866875,99.9693
MEWMA,5,0.2,200,15.70553125,199.9003
MEWMA,5,0.2,500,18.0680625,499.7457
MEWMA,5,0.2,1000,19.883,999.5976
MEWMA,5,0.2,2000,21.54,1998.4659
MEWMA,5,0.3,100,14.30473757,99.9925
MEWMA,5,0.3,200,16.13779375,200.0352
MEWMA,5,0.3,500,18.46780735,499.6179
MEWMA,5,0.3,1000,20.17712141,999.7362
MEWMA,5,0.3,2000,21.8584144,2000.1472
MEWMA,5,0.4,100,14.56269801,99.9555
MEWMA,5,0.4,200,16.4129,199.9443
MEWMA,5,0.4,500,18.64935048,500.3636
MEWMA,5,0.4,1000,20.30307546,999.6907
MEWMA,5,0.4,2000,21.99852484,2000.8746
MEWMA,5,0.5,100,14.73872215,99.9527
MEWMA,5,0.5,200,16.54026875,200.0339
MEWMA,5,0.5,500,18.77380938,499.7485
MEWMA,5,0.5,1000,20.38839041,1000.4187
MEWMA,5,0.5,2000,22.04634181,2000.7601
MEWMA,5,0.6,100,14.85513899,100.0043
MEWMA,5,0.6,200,16.592025,200.1653
MEWMA,5,0.6,500,18.82309735,499.7801
MEWMA,5,0.6,1000,20.43733404,1000.0674
MEWMA,5,0.6,2000,22.08696321,2000.7603
MEWMA,5,0.7,100,14.89487719,100.0626
MEWMA,5,0.7,200,16.61769375,200.1936
MEWMA,5,0.7,500,18.86409673,499.896
MEWMA,5,0.7,1000,20.46906856,1000.5797
MEWMA,5,0.7,2000,22.10054932,1999.2545
MEWMA,5,0.8,100,14.91686834,100.0916
MEWMA,5,0.8,200,16.6320625,199.9182
MEWMA,5,0.8,500,18.86066657,499.7847
MEWMA,5,0.8,1000,20.48627767,999.6982
MEWMA,5,0.8,2000,22.08656899,1999.2725
MEWMA,5,0.9,100,14.91329994,100.0199
MEWMA,5,0.9,200,16.64489688,199.91
MEWMA,5,0.9,500,18.87140064,500.0737
MEWMA,5,0.9,1000,20.4508754,1000.8976
MEWMA,5,0.9,2000,22.12119407,2000.7813
MEWMA,5,0.95,100,14.90760949,99.9175
MEWMA,5,0.95,200,16.642525,199.9763
MEWMA,5,0.95,500,18.86504892,499.8305
MEWMA,5,0.95,1000,20.465,999.1236
MEWMA,5,0.95,2000,22.1175,1999.4417
MEWMA,6,0.05,100,12.6723125,99.9532
MEWMA,6,0.05,200,14.834375,200.1856
MEWMA,6,0.05,500,17.64228125,499.8889
MEWMA,6,0.05,1000,19.612375,999.5329
MEWMA,6,0.05,2000,21.545,2001.8515
MEWMA,6,0.1,100,14.1543125,100.0201
MEWMA,6,0.1,200,16.295,200.1089
MEWMA,6,0.1,500,18.999,499.5923
MEWMA,6,0.1,1000,20.887,1000.3437
MEWMA,6,0.1,2000,22.7326875,1999.0891
MEWMA,6,0.2,100,15.3781875,99.9904
MEWMA,6,0.2,200,17.4240625,200.0552
MEWMA,6,0.2,500,19.992,499.6743
MEWMA,6,0.2,1000,21.80025,1000.5277
MEWMA,6,0.2,2000,23.58984375,1999.5365
MEWMA,6,0.3,100,15.93014397,99.937
MEWMA,6,0.3,200,17.9240625,200.1006
MEWMA,6,0.3,500,20.39633824,499.8212
MEWMA,6,0.3,1000,22.13670997,999.8478
MEWMA,6,0.3,2000,23.86635762,1998.2974
MEWMA,6,0.4,100,16.23932533,99.9037
MEWMA,6,0.4,200,18.1740625,199.8865
MEWMA,6,0.4,500,20.58006985,500.3455
MEWMA,6,0.4,1000,22.33033058,999.4883
MEWMA,6,0.4,2000,23.99484893,2000.124
MEWMA,6,0.5,100,16.39931839,99.951
MEWMA,6,0.5,200,18.31578125,200.1281
MEWMA,6,0.5,500,20.68154779,500.1866
MEWMA,6,0.5,1000,22.41773205,999.3683
MEWMA,6,0.5,2000,24.08728941,1998.2216
MEWMA,6,0.6,100,16.48825642,100.0035
MEWMA,6,0.6,200,18.3840625,200.0867
MEWMA,6,0.6,500,20.73377941,500.3578
MEWMA,6,0.6,1000,22.46640939,999.4824
MEWMA,6,0.6,2000,24.12434412,2000.1116
MEWMA,6,0.7,100,16.54004569,99.9395
MEWMA,6,0.7,200,18.38671875,200.0022
MEWMA,6,0.7,500,20.72504596,499.6336
MEWMA,6,0.7,1000,22.46073761,999.0491
MEWMA,6,0.7,2000,24.119684955,2000.5788
MEWMA,6,0.8,100,16.58076471,100.0272
MEWMA,6,0.8,200,18.42671875,200.0185
MEWMA,6,0.8,500,20.73163051,500.2073
MEWMA,6,0.8,1000,22.44796691,1000.5446
MEWMA,6,0.8,2000,24.09329044,2000.5757
MEWMA,6,0.9,100,16.60862421,100.092
MEWMA,6,0.9,200,18.43890625,200.0822
MEWMA,6,0.9,500,20.73492279,500.138
MEWMA,6,0.9,1000,22.44548781,999.5257
MEWMA,6,0.9,2000,24.10450725,1998.4209
MEWMA,6,0.95,100,16.63054622,99.9761
MEWMA,6,0.95,200,18.439375,199.8532
MEWMA,6,0.95,500,20.73430882,499.5087
MEWMA,6,0.95,1000,22.44691496,1000.1551
MEWMA,6,0.95,2000,24.10009905,2001.2485
MEWMA,7,0.05,100,14.15925,100.0238
MEWMA,7,0.05,200,16.445625,200.109
MEWMA,7,0.05,500,19.379,499.8085
MEWMA,7,0.05,1000,21.445,999.9979
MEWMA,7,0.05,2000,23.41315625,2000.1219
MEWMA,7,0.1,100,15.71978125,99.9892
MEWMA,7,0.1,200,17.989,199.851
MEWMA,7,0.1,500,20.73465625,500.0861
MEWMA,7,0.1,1000,22.694,1000.6146
MEWMA,7,0.1,2000,24.6286875,2001.1978
MEWMA,7,0.2,100,17.0021875,100.0099
MEWMA,7,0.2,200,19.1524375,199.949
MEWMA,7,0.2,500,21.751,500.0921
MEWMA,7,0.2,1000,23.6676875,999.7283
MEWMA,7,0.2,2000,25.47840625,1998.245
MEWMA,7,0.3,100,17.56991162,100.0738
MEWMA,7,0.3,200,19.66215,199.9907
MEWMA,7,0.3,500,22.15232118,499.6133
MEWMA,7,0.3,1000,24.01514668,999.7212
MEWMA,7,0.3,2000,25.79175168,1998.7832
MEWMA,7,0.4,100,17.85137242,99.9578
MEWMA,7,0.4,200,19.8884,200.1038
MEWMA,7,0.4,500,22.36172926,500.3176
MEWMA,7,0.4,1000,24.16642752,999.6164
MEWMA,7,0.4,2000,25.93872127,1998.0634
MEWMA,7,0.5,100,18.01696954,100.0906
MEWMA,7,0.5,200,19.97088125,200.0177
MEWMA,7,0.5,500,22.43749647,500.0657
MEWMA,7,0.5,1000,24.20978106,999.5898
MEWMA,7,0.5,2000,25.97264545,2000.538
MEWMA,7,0.6,100,18.094837,99.9502
MEWMA,7,0.6,200,20.05026875,200.1029
MEWMA,7,0.6,500,22.51356956,500.4897
MEWMA,7,0.6,1000,24.26740967,1000.3572
MEWMA,7,0.6,2000,25.99592572,1998.1804
MEWMA,7,0.7,100,18.1787248,99.9168
MEWMA,7,0.7,200,20.07515625,200.1498
MEWMA,7,0.7,500,22.53526103,500.2429
MEWMA,7,0.7,1000,24.26900087,999.5449
MEWMA,7,0.7,2000,26.00074957,1998.7518
MEWMA,7,0.8,100,18.19422103,99.9363
MEWMA,7,0.8,200,20.099225,200.008
MEWMA,7,0.8,500,22.53423507,499.9422
MEWMA,7,0.8,1000,24.27242456,1000.1404
MEWMA,7,0.8,2000,26.02020221,2000.9894
MEWMA,7,0.9,100,18.22931289,100.0757
MEWMA,7,0.9,200,20.1444625,200.0464
MEWMA,7,0.9,500,22.52786272,500.3878
MEWMA,7,0.9,1000,24.27218328,1000.1497
MEWMA,7,0.9,2000,25.9996550825,1999.5183
MEWMA,7,0.95,100,18.22143601,100.0004
MEWMA,7,0.95,200,20.16235625,200.079
MEWMA,7,0.95,500,22.54102162,500.0489
MEWMA,7,0.95,1000,24.27194199,1000.0259
MEWMA,7,0.95,2000,25.99668609,2001.0962
MEWMA,8,0.05,100,15.587375,99.9506
MEWMA,8,0.05,200,17.991375,199.8027
MEWMA,8,0.05,500,21.0203125,499.9167
MEWMA,8,0.05,1000,23.19425,999.5928
MEWMA,8,0.05,2000,25.206,1998.1426
MEWMA,8,0.1,100,17.221625,99.9925
MEWMA,8,0.1,200,19.5915625,200.1593
MEWMA,8,0.1,500,22.48125,500.2843
MEWMA,8,0.1,1000,24.4833125,999.9183
MEWMA,8,0.1,2000,26.43990625,2001.3701
MEWMA,8,0.2,100,18.6098125,100.0912
MEWMA,8,0.2,200,20.8346875,199.9323
MEWMA,8,0.2,500,23.53,500.0214
MEWMA,8,0.2,1000,25.46678125,1000.3436
